"LicAge","VehAge","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","BonusMalus","VehBody","VehPrice","VehEngine","VehEnergy","VehMaxSpeed","VehClass","y","RiskVar","Garage"
470,"2","Male","Other","CSP50","Private+trip to office",63,0,50,"sedan","M","direct injection overpowered","diesel","200-220 km/h","M2","BAD",14,"None"
388,"5","Male","Other","CSP50","Professional",62,0,50,"sedan","L","injection overpowered","diesel","170-180 km/h","M2","GOOD",17,"None"
680,"1","Male","Other","CSP66","Professional",76,0,50,"sedan","J","injection","regular","190-200 km/h","M1","BAD",16,"Collective garage"
403,"4","Male","Other","CSP50","Private",54,0,50,"sedan","R","direct injection overpowered","diesel","220+ km/h","H","GOOD",9,"Collective garage"
261,"6-7","Male","Other","CSP46","Professional",41,0,72,"station wagon","M","injection overpowered","regular","170-180 km/h","H","GOOD",15,"None"
73,"2","Female","Alone","CSP26","Private+trip to office",24,0,85,"sedan","F","injection","regular","160-170 km/h","B","GOOD",17,"Collective garage"
451,"6-7","Male","Other","CSP46","Professional",55,0,50,"van","K","injection overpowered","diesel","150-160 km/h","0","BAD",13,"Collective garage"
345,"2","Female","Other","CSP48","Professional",53,0,50,"van","L","direct injection overpowered","diesel","130-140 km/h","0","GOOD",9,"None"
367,"5","Male","Other","CSP50","Professional",50,0,50,"station wagon","K","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",10,"None"
72,"2","Male","Other","CSP55","Private+trip to office",24,0,95,"sedan","D","injection","regular","150-160 km/h","A","GOOD",17,"None"
176,"6-7","Male","Other","CSP50","Private+trip to office",33,0,50,"station wagon","K","injection overpowered","diesel","170-180 km/h","M2","BAD",11,"None"
234,"1","Male","Other","CSP50","Private+trip to office",39,0,50,"sedan","L","direct injection overpowered","diesel","170-180 km/h","B","GOOD",16,"None"
378,"6-7","Male","Other","CSP66","Professional",55,0,72,"sedan","S","injection","regular","220+ km/h","H","GOOD",2,"Collective garage"
489,"2","Female","Other","CSP55","Private+trip to office",58,0,50,"sedan","H","injection","regular","170-180 km/h","B","GOOD",17,"None"
191,"8-9","Female","Other","CSP50","Private+trip to office",51,0,64,"sedan","N","injection","regular","200-220 km/h","M2","GOOD",19,"Collective garage"
234,"3","Female","Other","CSP50","Professional",53,0,50,"other microvan","K","direct injection overpowered","diesel","150-160 km/h","M2","GOOD",19,"None"
90,"2","Female","Other","CSP55","Private+trip to office",27,0,95,"sedan","D","injection","regular","160-170 km/h","B","GOOD",14,"Private garage"
452,"3","Male","Other","CSP50","Private+trip to office",55,0,62,"sedan","O","injection","regular","200-220 km/h","H","GOOD",15,"Collective garage"
148,"2","Female","Other","CSP50","Private",38,0,72,"sedan","K","injection","regular","200-220 km/h","M2","GOOD",16,"None"
633,"0","Male","Other","CSP60","Private",78,0,50,"sport utility vehicle","M","injection","regular","170-180 km/h","M2","GOOD",16,"Private garage"
198,"0","Male","Alone","CSP50","Private+trip to office",56,0,95,"sedan","H","injection","regular","160-170 km/h","B","GOOD",18,"None"
448,"6-7","Male","Other","CSP50","Professional",56,0,50,"sedan","O","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",16,"None"
308,"0","Male","Other","CSP42","Professional",44,0,69,"sport utility vehicle","S","direct injection overpowered","diesel","180-190 km/h","H","GOOD",8,"Collective garage"
97,"2","Female","Other","CSP50","Private+trip to office",26,0,125,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","BAD",17,"None"
164,"2","Female","Alone","CSP26","Private+trip to office",32,0,100,"sedan","M","injection","regular","200-220 km/h","M1","GOOD",7,"Collective garage"
664,"3","Female","Other","CSP60","Private",75,1,60,"sedan","D","injection","regular","150-160 km/h","A","GOOD",15,"Private garage"
241,"1","Male","Alone","CSP1","Professional",40,0,50,"sedan","M","injection","regular","160-170 km/h","0","GOOD",16,"None"
140,"3","Male","Alone","CSP55","Professional",29,0,54,"sedan","H","direct injection overpowered","diesel","160-170 km/h","B","GOOD",13,"None"
298,"10+","Female","Alone","CSP50","Private+trip to office",46,0,52,"sedan","G","carburation","regular","170-180 km/h","M1","GOOD",14,"None"
426,"1","Male","Other","CSP1","Professional",53,0,50,"coupe","F","injection overpowered","regular","130-140 km/h","A","GOOD",3,"None"
580,"1","Female","Other","CSP60","Private",68,0,50,"sedan","O","injection","regular","220+ km/h","M2","BAD",16,"Private garage"
263,"1","Female","Other","CSP50","Private",43,1,60,"microvan","K","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",12,"None"
690,"2","Male","Other","CSP60","Private",78,0,54,"sedan","N","injection","regular","200-220 km/h","M2","GOOD",16,"None"
281,"1","Male","Other","CSP50","Professional",41,0,90,"sedan","P","direct injection overpowered","diesel","190-200 km/h","H","GOOD",13,"Collective garage"
228,"6-7","Female","Other","CSP50","Private+trip to office",37,0,76,"sedan","G","injection","regular","160-170 km/h","M1","GOOD",19,"Private garage"
306,"0","Male","Other","CSP1","Professional",55,0,50,"sport utility vehicle","R","injection","regular","220+ km/h","H","GOOD",12,"Private garage"
504,"2","Male","Other","CSP60","Private",72,1,50,"sedan","M","injection","regular","200-220 km/h","M2","GOOD",20,"Collective garage"
524,"2","Male","Other","CSP60","Private",62,0,50,"sedan","L","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",8,"Collective garage"
541,"2","Male","Other","CSP60","Private",67,0,50,"sedan","J","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",20,"Collective garage"
419,"8-9","Female","Alone","CSP48","Private+trip to office",60,1,50,"sedan","G","injection","regular","160-170 km/h","M1","GOOD",19,"Collective garage"
616,"0","Male","Other","CSP60","Private",69,0,51,"sedan","Q","direct injection overpowered","diesel","200-220 km/h","H","GOOD",16,"Collective garage"
292,"3","Male","Other","CSP46","Professional",44,0,50,"microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","BAD",19,"None"
177,"3","Female","Alone","CSP50","Professional",36,0,100,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","BAD",16,"None"
188,"4","Male","Other","CSP50","Professional",35,0,68,"sedan","C","injection","regular","150-160 km/h","B","GOOD",15,"None"
328,"5","Female","Alone","CSP55","Private+trip to office",46,0,76,"sedan","H","injection","diesel","160-170 km/h","M1","GOOD",5,"None"
635,"2","Male","Other","CSP60","Private",81,0,50,"sedan","J","injection","regular","200-220 km/h","M1","BAD",7,"Collective garage"
72,"2","Female","Other","CSP1","Professional",57,0,76,"sedan","E","injection","regular","160-170 km/h","B","GOOD",1,"None"
241,"2","Male","Other","CSP50","Private+trip to office",40,0,100,"sedan","H","injection","regular","180-190 km/h","B","GOOD",12,"Private garage"
429,"3","Male","Other","CSP50","Private",54,0,92,"sedan","H","injection","regular","170-180 km/h","M1","GOOD",3,"Collective garage"
345,"10+","Female","Other","CSP55","Private+trip to office",47,0,57,"sedan","K","injection overpowered","diesel","160-170 km/h","M1","GOOD",16,"Collective garage"
483,"2","Male","Other","CSP60","Private",65,0,54,"sedan","P","direct injection overpowered","diesel","220+ km/h","M2","GOOD",8,"Private garage"
145,"0","Male","Alone","CSP50","Professional",35,0,76,"station wagon","N","injection","regular","190-200 km/h","M2","GOOD",16,"None"
136,"4","Male","Alone","CSP50","Private+trip to office",37,0,72,"sport utility vehicle","L","injection","regular","160-170 km/h","M2","GOOD",20,"None"
184,"6-7","Male","Alone","CSP50","Private+trip to office",35,0,76,"sedan","G","injection","regular","170-180 km/h","B","GOOD",11,"None"
375,"0","Female","Other","CSP50","Professional",60,0,50,"sport utility vehicle","S","injection","regular","200-220 km/h","H","BAD",6,"Private garage"
277,"1","Male","Other","CSP66","Professional",48,0,50,"sport utility vehicle","W","injection","regular","200-220 km/h","H","GOOD",16,"Private garage"
173,"2","Male","Alone","CSP50","Professional",33,0,80,"sedan","H","injection","regular","170-180 km/h","M1","BAD",17,"None"
371,"2","Female","Other","CSP55","Private",50,0,64,"cabriolet","J","injection","regular","190-200 km/h","B","GOOD",9,"None"
247,"5","Male","Other","CSP46","Professional",38,0,50,"sport utility vehicle","Q","injection","regular","170-180 km/h","H","GOOD",18,"Collective garage"
331,"0","Male","Other","CSP50","Private+trip to office",48,0,50,"microvan","L","injection","regular","190-200 km/h","M1","BAD",6,"None"
390,"5","Male","Other","CSP66","Professional",51,0,50,"station wagon","P","injection overpowered","diesel","200-220 km/h","H","GOOD",17,"Collective garage"
259,"2","Male","Other","CSP42","Professional run",39,0,50,"sedan","P","injection","regular","220+ km/h","M2","GOOD",6,"Collective garage"
485,"2","Male","Other","CSP42","Professional run",58,0,50,"van","F","injection","regular","140-150 km/h","M1","GOOD",11,"None"
180,"4","Male","Other","CSP50","Private+trip to office",33,0,80,"sedan","M","direct injection overpowered","diesel","190-200 km/h","H","GOOD",15,"Collective garage"
139,"5","Female","Alone","CSP55","Private+trip to office",30,0,80,"sedan","G","injection","regular","180-190 km/h","B","GOOD",16,"None"
381,"5","Male","Other","CSP50","Private+trip to office",50,0,50,"other microvan","N","injection","regular","170-180 km/h","H","GOOD",17,"None"
101,"3","Male","Other","CSP50","Private+trip to office",28,0,80,"sedan","K","direct injection overpowered","diesel","190-200 km/h","M2","BAD",20,"None"
421,"1","Male","Other","CSP50","Professional",53,0,50,"sedan","I","injection","regular","190-200 km/h","B","GOOD",15,"Collective garage"
206,"0","Male","Other","CSP1","Professional",36,0,78,"sport utility vehicle","M","direct injection overpowered","diesel","160-170 km/h","M2","BAD",19,"None"
568,"5","Female","Other","CSP1","Professional",65,0,50,"sedan","H","injection","regular","180-190 km/h","B","GOOD",8,"None"
370,"1","Male","Other","CSP66","Professional",54,0,50,"microvan","N","direct injection overpowered","diesel","180-190 km/h","H","GOOD",13,"Private garage"
323,"3","Male","Other","CSP50","Private+trip to office",45,0,50,"coupe","C","injection overpowered","regular","130-140 km/h","A","BAD",16,"Collective garage"
308,"5","Male","Other","CSP48","Professional",54,0,50,"van","H","direct injection overpowered","diesel","140-150 km/h","M1","BAD",10,"None"
493,"1","Male","Other","CSP1","Private",59,0,50,"sedan","I","injection","regular","200-220 km/h","B","GOOD",8,"None"
549,"4","Female","Other","CSP46","Professional",65,0,50,"sport utility vehicle","N","injection overpowered","diesel","140-150 km/h","0","BAD",5,"Private garage"
332,"5","Male","Other","CSP66","Private+trip to office",48,0,50,"sedan","P","injection","regular","220+ km/h","H","GOOD",13,"Private garage"
159,"4","Male","Other","CSP42","Professional run",31,0,93,"sedan","J","direct injection overpowered","diesel","170-180 km/h","B","GOOD",16,"None"
612,"1","Male","Other","CSP60","Private",69,0,50,"sedan","L","direct injection overpowered","diesel","200-220 km/h","M1","BAD",17,"Collective garage"
677,"4","Female","Other","CSP60","Private",78,0,50,"sedan","K","injection","regular","190-200 km/h","M2","GOOD",15,"None"
263,"4","Female","Alone","CSP50","Private",59,1,53,"sedan","G","injection","regular","180-190 km/h","B","GOOD",15,"None"
333,"2","Male","Other","CSP50","Private+trip to office",54,0,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",1,"None"
430,"3","Male","Other","CSP60","Private",73,0,50,"sedan","P","injection","regular","200-220 km/h","M2","BAD",16,"Collective garage"
342,"3","Male","Other","CSP48","Professional",47,0,50,"other microvan","K","injection","regular","190-200 km/h","M1","BAD",11,"None"
339,"6-7","Male","Other","CSP50","Private+trip to office",46,0,50,"sport utility vehicle","K","injection","regular","160-170 km/h","M2","GOOD",16,"None"
249,"4","Female","Other","CSP48","Private+trip to office",42,0,50,"station wagon","D","injection","regular","130-140 km/h","A","GOOD",2,"None"
127,"5","Male","Other","CSP55","Professional",29,0,76,"station wagon","L","injection overpowered","diesel","180-190 km/h","M2","BAD",7,"None"
568,"4","Male","Other","CSP1","Professional",65,0,58,"sedan","I","injection","regular","180-190 km/h","B","BAD",16,"None"
473,"2","Female","Other","CSP48","Professional",57,0,50,"sedan","L","injection","regular","180-190 km/h","M1","GOOD",12,"Collective garage"
126,"2","Female","Alone","CSP55","Private+trip to office",28,0,80,"sedan","H","injection","diesel","160-170 km/h","B","GOOD",12,"None"
179,"0","Female","Other","CSP50","Private+trip to office",38,0,72,"sport utility vehicle","L","injection","regular","180-190 km/h","M2","GOOD",17,"None"
284,"8-9","Female","Alone","CSP50","Professional",44,0,80,"sedan","C","injection","regular","150-160 km/h","B","GOOD",14,"None"
127,"6-7","Female","Alone","CSP50","Private+trip to office",33,0,57,"sedan","E","injection","regular","150-160 km/h","B","GOOD",15,"None"
448,"2","Male","Other","CSP50","Private+trip to office",58,0,50,"other microvan","O","direct injection overpowered","diesel","170-180 km/h","H","BAD",14,"None"
158,"1","Male","Other","CSP50","Private+trip to office",31,0,85,"station wagon","H","injection","regular","150-160 km/h","M1","BAD",14,"None"
58,"0","Female","Alone","CSP50","Private+trip to office",22,0,80,"sedan","G","injection","regular","160-170 km/h","B","GOOD",16,"None"
219,"4","Female","Alone","CSP55","Private",36,0,60,"microvan","J","direct injection overpowered","diesel","150-160 km/h","M2","BAD",19,"None"
231,"3","Female","Alone","CSP1","Professional",38,0,50,"coupe","H","injection","regular","200-220 km/h","M1","GOOD",20,"None"
428,"4","Male","Other","CSP48","Professional",53,0,50,"van","G","injection","diesel","130-140 km/h","0","GOOD",14,"None"
109,"5","Female","Other","CSP55","Private",28,1,60,"sedan","G","injection","diesel","160-170 km/h","B","GOOD",13,"None"
332,"4","Female","Other","CSP50","Private+trip to office",47,0,54,"van","F","injection","diesel","150-160 km/h","B","GOOD",5,"None"
68,"1","Male","Other","CSP50","Private+trip to office",26,0,80,"sedan","K","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",17,"Collective garage"
93,"4","Female","Alone","CSP26","Private+trip to office",26,0,68,"sedan","I","injection","regular","200-220 km/h","B","GOOD",17,"None"
423,"0","Male","Other","CSP50","Professional",54,0,50,"microvan","K","injection","regular","170-180 km/h","M1","GOOD",9,"None"
461,"4","Female","Other","CSP60","Private",70,1,50,"coupe","L","injection","regular","200-220 km/h","M2","GOOD",15,"Collective garage"
66,"4","Female","Other","CSP50","Private+trip to office",24,0,80,"sedan","C","injection","regular","160-170 km/h","B","GOOD",14,"None"
236,"4","Male","Other","CSP50","Private",42,0,59,"sedan","K","injection","regular","180-190 km/h","M1","GOOD",16,"None"
285,"4","Female","Other","CSP66","Professional",58,0,50,"sedan","D","injection","regular","150-160 km/h","A","BAD",8,"Collective garage"
143,"4","Male","Alone","CSP55","Private+trip to office",30,0,80,"sedan","F","injection","regular","160-170 km/h","B","GOOD",18,"None"
267,"10+","Female","Alone","CSP50","Private+trip to office",40,1,57,"sedan","C","injection","regular","140-150 km/h","B","GOOD",20,"Private garage"
459,"8-9","Female","Other","CSP60","Private",62,1,50,"sedan","A","injection","regular","130-140 km/h","A","GOOD",16,"Collective garage"
404,"1","Female","Other","CSP46","Private",54,0,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",9,"None"
